#{"t_start": 1767541112.093963, "env_id": "None"}
r,l,t
-20.0,1,1493.39402
-20.0,1,1493.414802
16.568332,29,1493.996294
38.119626,45,1494.827697
-20.0,1,1494.852364
31.990918,40,1495.565048
24.308921,33,1496.193044
-20.0,1,1496.213292
-11.928443,7,1496.348145
22.715138,32,1496.962088
70.180979,67,1498.229502
-20.0,1,1498.252703
-10.436812,8,1498.398147
-4.684929,12,1498.635231
2.541719,17,1498.945905
13.356962,25,1499.390875
-3.793384,13,1499.612213
40.907553,45,1500.434234
29.140889,38,1501.192728
33.0123,39,1501.873987
137.254783,101,1503.731466
66.792698,64,1504.925226
9.806155,23,1505.341857
11.360495,25,1505.789445
18.261093,30,1506.325479
23.441681,33,1506.942856
-13.339705,6,1507.054299
-8.888709,9,1507.226646
12.139789,24,1507.690455
-17.183229,3,1507.754614
-7.941028,10,1507.981213
-4.223566,13,1508.230481
2.402826,18,1508.539083
-20.0,1,1508.5588
26.047006,36,1509.196218
-20.0,1,1509.216
-20.0,1,1509.235758
-10.865619,8,1509.372369
8.616646,23,1509.781772
6.635718,20,1510.150033
-20.0,1,1510.171425
23.142756,33,1510.799375
-0.834468,15,1511.169753
-9.282368,9,1511.34617
-20.0,1,1511.36733
-12.024827,7,1511.504418
-17.262267,3,1511.561347
14.663685,27,1512.236089
7.906023,21,1512.667291
22.002003,33,1513.339413
2.950363,19,1513.66779
-20.0,1,1513.687757
20.100147,30,1514.250599
82.510003,76,1515.652849
4.976231,19,1515.997923
-20.0,1,1516.017762
-20.0,1,1516.037828
-20.0,1,1516.057735
-16.212004,4,1516.133403
4.449576,19,1516.48831
-20.0,1,1516.508334
-10.413384,8,1516.652767
13.401467,25,1517.119671
52.839639,53,1518.117923
11.895104,25,1518.600428
21.783918,33,1519.234028
-1.71381,14,1519.495524
12.775758,25,1519.961828
49.311261,54,1520.967262
140.061537,101,1522.761177
-20.0,1,1522.782698
-6.381962,11,1523.026988
9.244372,22,1523.454505
-20.0,1,1523.47418
-20.0,1,1523.494339
-20.0,1,1523.514507
-11.854088,7,1523.646354
-20.0,1,1523.667549
-20.0,1,1523.688048
-13.549251,6,1523.797582
-0.740639,15,1524.078835
-20.0,1,1524.098864
-20.0,1,1524.119469
139.595315,101,1525.952987
81.639222,73,1527.258265
29.639204,38,1527.96902
60.150246,59,1529.133267
-20.0,1,1529.156524
-14.505272,5,1529.25409
-20.0,1,1529.275237
-20.0,1,1529.296451
-6.421664,12,1529.545316
-20.0,1,1529.569075
-20.0,1,1529.590507
-20.0,1,1529.613234
17.634294,28,1530.139115
-3.194922,13,1530.384247
143.814425,101,1532.223698
-20.0,1,1532.244528
-20.0,1,1532.265411
30.228274,37,1532.962225
75.497673,72,1534.293791
95.381102,88,1535.964437
69.628939,66,1537.130045
-6.848842,11,1537.323899
-15.714313,4,1537.398181
80.107508,76,1538.847164
-20.0,1,1538.868275
12.266051,25,1539.352903
27.763537,35,1539.995077
62.151949,61,1541.096336
-8.471601,9,1541.262004
-12.119128,7,1541.391771
-18.623572,2,1541.431655
-20.0,1,1541.453149
31.493901,39,1542.186856
11.406543,23,1542.602105
-20.0,1,1542.622812
139.197239,101,1544.549187
-20.0,1,1544.571306
-1.752684,14,1544.845924
2.578558,18,1545.199912
4.673311,19,1545.554458
94.670459,84,1547.061523
5.556812,20,1547.453293
-15.908693,4,1547.533684
-20.0,1,1547.554515
26.961161,36,1548.221368
-20.0,1,1548.243528
141.144607,101,1550.157385
19.132219,30,1550.718813
46.548114,51,1551.670245
30.550551,40,1552.399306
-14.965716,5,1552.489351
30.924602,39,1553.213998
20.987276,31,1553.77559
-20.0,1,1553.80056
-14.658894,5,1553.911369
-20.0,1,1553.935542
16.188139,28,1554.437956
5.60255,19,1554.769503
7.644245,21,1555.164635
2.806785,18,1555.506953
59.712708,59,1556.664477
-3.401677,13,1556.920667
0.454616,16,1557.243157
-13.099016,6,1557.354697
34.6315,42,1558.208544
-20.0,1,1558.230345
10.052998,23,1558.662898
-9.866431,8,1558.809344
-3.659389,13,1559.064094
-8.783712,9,1559.233976
85.921567,78,1560.619755
135.193342,101,1562.486608
42.100533,47,1563.361189
19.086146,30,1563.904392
5.222205,19,1564.268224
22.615366,32,1564.865491
57.230543,57,1565.910142
31.706304,38,1566.590405
11.014386,24,1567.023781
25.856263,36,1567.70874
-20.0,1,1567.730052
68.982836,66,1568.915157
-20.0,1,1568.934806
-17.46636,3,1568.988308
-6.282547,12,1569.210548
-20.0,1,1569.237364
31.494804,39,1569.957211
23.062293,34,1570.540923
-17.131442,3,1570.597061
27.488176,34,1571.307289
26.324416,34,1572.005759
-20.0,1,1572.030126
-14.728271,5,1572.140725
136.631165,101,1573.939578
5.234843,19,1574.297727
51.213032,51,1575.21474
-11.500008,7,1575.360756
10.1876,23,1575.784609
17.89594,28,1576.303018
1.680702,17,1576.620395
7.593982,21,1577.01822
-2.216713,14,1577.28169
100.120115,91,1578.948818
-20.0,1,1578.968654
57.394208,58,1580.017461
-20.0,1,1580.038925
2.574626,17,1580.348655
96.044967,86,1581.925005
24.714972,34,1582.56714
12.439365,25,1583.062829
-20.0,1,1583.083594
25.079136,33,1583.690326
2.378473,17,1584.003268
-20.0,1,1584.023374
26.95544,35,1584.667321
-3.336008,14,1584.97822
50.444121,55,1585.935717
22.739706,33,1586.494141
51.438173,53,1587.44487
59.973785,59,1588.546221
24.832691,35,1589.237579
-20.0,1,1589.258448
-2.004665,14,1589.524956
16.270473,27,1590.038369
-2.672207,14,1590.292109
8.788649,22,1590.695338
25.08785,35,1591.350027
29.089984,37,1592.062272
-20.0,1,1592.082607
-2.113062,14,1592.338518
97.107354,87,1593.970526
-20.0,1,1593.994015
-20.0,1,1594.014491
60.414238,61,1595.171539
34.044053,41,1595.974605
21.320515,30,1596.532982
-20.0,1,1596.555145
-5.785695,12,1596.779083
-15.826245,4,1596.864412
-20.0,1,1596.885001
113.005223,99,1598.705111
26.438064,35,1599.32393
2.06585,17,1599.626879
-13.035941,6,1599.737935
81.950262,77,1601.204299
-20.0,1,1601.225259
0.671131,16,1601.52092
-12.465591,7,1601.647512
-13.396029,6,1601.767522
13.549452,25,1602.233225
-7.543806,10,1602.41963
38.972493,43,1603.206531
-14.285927,5,1603.292824
19.874672,31,1603.832944
-20.0,1,1603.860544
-4.889413,12,1604.083683
68.520239,64,1605.207398
5.688541,19,1605.558999
-6.062435,11,1605.770266
-20.0,1,1605.790826
-20.0,1,1605.813888
-5.986814,11,1606.031813
-20.0,1,1606.054241
-20.0,1,1606.0764
142.099056,101,1607.891032
36.789986,41,1608.643806
-15.031836,5,1608.740412
0.511278,16,1609.057167
-8.828441,9,1609.217555
0.617387,16,1609.518251
-7.286685,10,1609.694024
-20.0,1,1609.713652
136.008272,101,1611.565839
-8.983926,9,1611.735478
-20.0,1,1611.755127
25.4685,34,1612.424477
-17.293244,3,1612.478162
-20.0,1,1612.497498
3.284941,18,1612.817737
-20.0,1,1612.841772
-20.0,1,1612.862857
-20.0,1,1612.881965
-20.0,1,1612.901158
35.787761,42,1613.728508
-20.0,1,1613.749159
1.640024,16,1614.0529
-20.0,1,1614.076215
-20.0,1,1614.096494
-11.791122,7,1614.220682
-20.0,1,1614.24067
-20.0,1,1614.261477
6.702974,21,1614.652636
30.199263,38,1615.388782
91.380741,82,1616.870888
3.103131,18,1617.187568
23.089946,32,1617.736516
38.232861,43,1618.477914
53.50157,57,1619.54638
-20.0,1,1619.566898
-20.0,1,1619.590254
-20.0,1,1619.610211
-9.662504,9,1619.777089
2.604841,17,1620.134358
-7.552536,10,1620.319662
17.247851,28,1620.845571
14.593304,26,1621.349763
-20.0,1,1621.371261
-17.449137,3,1621.433669
19.766487,29,1621.992307
54.456468,54,1622.973302
-0.853519,15,1623.219338
-20.0,1,1623.239825
-20.0,1,1623.258995
-20.0,1,1623.278683
-20.0,1,1623.298331
84.100301,77,1624.709842
26.476199,37,1625.406655
52.48354,56,1626.445709
-17.176427,3,1626.50511
4.507788,19,1626.880395
7.778833,21,1627.261094
4.835951,19,1627.625083
-15.579972,4,1627.708588
-10.912219,8,1627.872448
21.829588,31,1628.45519
-20.0,1,1628.476968
65.653909,64,1629.677002
-7.902041,10,1629.899111
10.784775,23,1630.325516
11.193191,24,1630.779808
132.561555,101,1632.825655
30.018658,38,1633.665412
-20.0,1,1633.687801
18.534943,29,1634.293156
7.113415,21,1634.671993
49.612499,51,1635.597187
15.732352,28,1636.144702
50.540545,53,1637.125321
72.593897,68,1638.38533
-20.0,1,1638.406673
42.361419,45,1639.233474
-20.0,1,1639.254403
6.108453,21,1639.635104
133.93259,101,1641.498037
-8.904787,10,1641.675029
-20.0,1,1641.694721
91.040596,81,1643.175736
-20.0,1,1643.198666
48.561432,51,1644.160616
-7.742117,10,1644.349293
-4.80628,12,1644.579952
77.466005,70,1645.876638
4.45932,19,1646.236776
-20.0,1,1646.256969
82.615543,74,1647.579451
-20.0,1,1647.60059
-1.81985,15,1647.882578
-13.662085,6,1647.991406
-14.412099,5,1648.086357
45.396797,48,1649.045953
135.498217,101,1650.958697
-0.944347,15,1651.231744
-20.0,1,1651.25256
51.466805,56,1652.294334
-20.0,1,1652.314513
53.242224,54,1653.334271
21.738386,32,1653.944191
-4.918305,12,1654.165721
6.046358,20,1654.541814
26.751768,35,1655.191893
58.588133,58,1656.238556
-9.35516,9,1656.414919
-9.918463,8,1656.577519
-3.824483,13,1656.828584
-20.0,1,1656.856758
-20.0,1,1656.879965
4.204494,18,1657.222945
32.58858,39,1657.918595
-20.0,1,1657.938485
9.148045,22,1658.326337
11.368166,24,1658.769728
-20.0,1,1658.789945
81.241287,75,1660.213348
-20.0,1,1660.233814
-18.655658,2,1660.273298
45.164047,47,1661.148286
-7.285154,11,1661.354676
21.393826,31,1661.954546
-20.0,1,1661.974885
-5.253492,12,1662.191329
0.092098,16,1662.472723
-4.076098,13,1662.710335
18.031017,29,1663.24764
-7.837897,10,1663.424859
2.696495,17,1663.743568
-20.0,1,1663.765865
-18.556006,2,1663.807038
-13.215975,6,1663.926823
19.678013,30,1664.442573
61.881343,60,1665.546034
23.849908,33,1666.186338
103.485972,89,1667.779362
3.465942,18,1668.13339
58.376465,56,1669.121097
17.690976,29,1669.677176
139.473002,101,1671.463292
-20.0,1,1671.486412
23.474434,33,1672.086801
-20.0,1,1672.107967
25.457153,35,1672.735829
-20.0,1,1672.757108
-4.744294,12,1672.999032
47.353022,50,1673.927027
-2.512577,14,1674.209564
100.027281,87,1675.850133
60.62358,62,1676.974993
34.733222,40,1677.679376
-4.442492,12,1677.921012
-20.0,1,1677.945059
-20.0,1,1677.968462
-20.0,1,1677.989901
11.325671,23,1678.419813
-2.012702,14,1678.674246
25.717549,35,1679.324406
-20.0,1,1679.344592
-5.272412,12,1679.553951
-3.300212,13,1679.773967
-20.0,1,1679.793053
-3.129843,14,1680.042744
67.408202,64,1681.207388
-9.910283,8,1681.363801
9.466756,22,1681.768215
-20.0,1,1681.788799
71.36299,72,1683.150565
-20.0,1,1683.172708
27.787004,36,1683.8626
29.985843,38,1684.54063
12.619847,24,1685.025255
-9.459163,9,1685.194972
-20.0,1,1685.215954
-20.0,1,1685.237174
38.547546,45,1686.116421
26.383564,35,1686.742976
11.853869,24,1687.195958
39.390828,44,1688.05278
53.870576,53,1689.029779
24.957003,34,1689.629723
79.073324,78,1691.191931
5.67345,19,1691.786398
26.336268,35,1692.682257
65.956069,64,1693.912867
118.473931,101,1695.702701
-20.0,1,1695.723464
-20.0,1,1695.744232
-4.755369,12,1695.97576
-20.0,1,1695.997386
-10.421598,8,1696.142734
-20.0,1,1696.16295
-20.0,1,1696.185437
-11.445005,7,1696.309886
-20.0,1,1696.329649
-20.0,1,1696.349186
-20.0,1,1696.36907
46.670114,50,1697.275725
-17.522471,3,1697.332288
15.655982,27,1697.850477
6.544408,21,1698.24437
9.711198,23,1698.657242
-20.0,1,1698.677235
-20.0,1,1698.69757
16.095175,28,1699.202796
0.481833,16,1699.48258
10.47212,23,1699.935149
-12.432604,7,1700.062121
-11.739909,7,1700.192399
-20.0,1,1700.214641
-20.0,1,1700.236462
-1.593079,14,1700.493266
48.920389,51,1701.609506
-20.0,1,1701.630992
2.85911,18,1701.978444
62.381116,61,1703.113231
-20.0,1,1703.133605
-20.0,1,1703.154196
5.438927,22,1703.591172
25.739843,34,1704.206029
17.470354,28,1704.699113
-20.0,1,1704.719572
11.497857,24,1705.15909
4.383826,18,1705.495022
3.228213,19,1705.849412
-20.0,1,1705.870713
-12.910919,6,1705.978303
-14.170482,5,1706.068014
-7.402186,10,1706.283571
27.894302,36,1706.944768
-20.0,1,1706.964571
67.254307,64,1708.237582
-20.0,1,1708.257816
-20.0,1,1708.278112
26.551388,34,1708.876687
-4.572499,12,1709.101331
-20.0,1,1709.120417
-1.482809,14,1709.36272
-20.0,1,1709.38179
-6.200461,11,1709.573872
8.909115,23,1710.016725
48.286085,50,1710.926837
145.234319,101,1712.73131
5.779325,23,1713.137723
134.688785,101,1714.996462
8.320984,22,1715.425916
-20.0,1,1715.446634
18.619265,29,1716.086006
91.418892,81,1717.903162
-3.946253,13,1718.157098
18.888533,29,1718.702303
42.482707,47,1719.579877
-20.0,1,1719.599378
33.894766,42,1720.371641
9.552586,22,1720.772308
35.61908,42,1721.576471
3.667698,18,1721.982216
-3.157415,14,1722.230392
17.013196,28,1722.792201
21.988843,32,1723.397421
-20.0,1,1723.417088
-20.0,1,1723.437152
-20.0,1,1723.457501
16.901851,29,1724.024341
-20.0,1,1724.044426
104.369601,91,1725.696493
-1.72163,14,1725.969993
16.146842,28,1726.461645
13.095708,25,1726.952255
-20.0,1,1726.973056
-20.0,1,1726.993865
94.144208,83,1728.594887
143.497341,101,1730.403804
-20.0,1,1730.423152
12.524345,25,1730.877254
0.609493,16,1731.183673
30.049301,39,1731.967502
56.665588,59,1733.255868
-14.355393,5,1733.349695
-20.0,1,1733.371018
18.368486,29,1733.894945
17.690293,29,1734.453126
-12.360504,7,1734.578956
29.17253,37,1735.283044
-14.391289,5,1735.384588
-10.195544,8,1735.531851
-20.0,1,1735.553871
85.404157,75,1737.017683
0.816929,16,1737.32833
-20.0,1,1737.34883
46.027588,50,1738.312223
-15.698665,4,1738.391122
-20.0,1,1738.412059
13.894113,26,1738.909937
-9.585637,9,1739.074784
68.619912,63,1740.223314
-20.0,1,1740.244017
50.565554,53,1741.185148
28.3893,36,1741.867119
62.666732,62,1743.006657
-20.0,1,1743.030567
33.134563,41,1743.762382
-2.687817,14,1744.048977
37.337919,43,1744.879302
67.834148,65,1746.115701
-5.690152,11,1746.314624
103.479107,93,1748.151601
54.270484,54,1749.149637
-20.0,1,1749.171699
-20.0,1,1749.196871
111.640307,97,1751.069414
6.142502,20,1751.512997
-6.602905,11,1751.720137
-20.0,1,1751.780408
-11.540304,7,1752.433271
-20.0,1,1752.465148
3.597611,18,1752.912489
13.802739,25,1753.409991
23.167037,33,1754.086774
-20.0,1,1754.109733
-20.0,1,1754.131386
-6.039844,11,1754.367118
-7.643512,10,1754.550987
-20.0,1,1754.57227
7.237528,20,1755.017232
-20.0,1,1755.037731
-20.0,1,1755.057665
-20.0,1,1755.077856
-20.0,1,1755.096965
-1.857172,14,1755.347022
12.932396,25,1755.828888
80.985452,78,1757.218848
48.155618,50,1758.151262
2.404172,17,1758.46221
-20.0,1,1758.482206
71.998412,67,1759.680711
-20.0,1,1759.70317
24.778203,35,1760.369607
-1.408657,14,1760.643199
-9.128217,9,1760.812314
-20.0,1,1760.84099
32.259424,38,1761.549904
-20.0,1,1761.570797
-20.0,1,1761.59121
-11.436752,7,1761.7244
7.072172,21,1762.127424
17.976441,28,1762.629757
11.123403,24,1763.127347
-5.745493,11,1763.349638
3.444677,18,1763.70201
-1.054998,15,1764.007577
137.536388,101,1765.770076
-20.0,1,1765.790194
26.140157,35,1766.435323
-20.0,1,1766.455133
105.483789,92,1768.136809
-20.0,1,1768.156514
-20.0,1,1768.176169
-20.0,1,1768.196366
6.546165,21,1768.57835
42.483715,48,1769.494825
15.411353,26,1769.955939
42.151297,46,1770.7831
121.724505,101,1772.68987
33.919685,40,1773.474987
-20.0,1,1773.495262
-0.688462,15,1773.765174
-6.726037,11,1773.982938
9.54235,22,1774.386164
96.489,84,1775.981458
-12.59691,7,1776.108237
7.339997,22,1776.50086
14.876633,27,1776.994001
13.172286,25,1777.430228
-0.02272,16,1777.723047
-20.0,1,1777.744102
-20.0,1,1777.764646
84.159943,76,1779.219069
-10.703251,8,1779.367793
13.514133,25,1779.801757
5.856161,19,1780.138862
2.839703,17,1780.439905
-20.0,1,1780.460188
-20.0,1,1780.48018
-20.0,1,1780.502648
-20.0,1,1780.522178
55.36044,56,1781.513096
-20.0,1,1781.533969
4.28535,19,1781.88287
22.185147,31,1782.419077
32.18391,41,1783.166348
18.607672,29,1783.709343
1.562304,19,1784.044136
6.745535,20,1784.374557
27.939167,36,1785.027867
-20.0,1,1785.049661
1.511878,16,1785.352116
-4.53829,13,1785.586331
-7.682972,10,1785.774159
28.706194,38,1786.461037
-20.0,1,1786.482193
43.870798,48,1787.378586
-0.410199,15,1787.654678
55.764705,59,1788.736832
0.306572,16,1789.055393
14.145271,25,1789.551205
58.453979,60,1790.653896
11.219393,23,1791.090815
-20.0,1,1791.111876
44.560313,48,1792.005721
-20.0,1,1792.025653
-15.881627,4,1792.10011
16.040347,27,1792.597446
-17.528822,3,1792.660629
-10.901362,8,1792.816998
9.872391,22,1793.237189
18.355038,29,1793.771905
-20.0,1,1793.791738
30.554426,39,1794.491792
25.261638,36,1795.132311
-20.0,1,1795.151842
-10.317132,8,1795.292195
-6.638238,12,1795.503394
-10.458938,8,1795.651277
58.658183,59,1796.701459
-6.111764,11,1796.929695
-20.0,1,1796.951772
-20.0,1,1796.975888
-9.098556,9,1797.154724
50.865055,54,1798.182605
-20.0,1,1798.202865
4.111245,20,1798.5821
-20.0,1,1798.602636
59.617337,58,1799.671396
35.236174,42,1800.428852
51.512759,53,1801.384948
36.277471,42,1802.145278
-0.435408,15,1802.41683
47.661759,50,1803.3503
32.911216,40,1804.1165
24.266442,34,1804.715048
27.737123,38,1805.419256
-20.0,1,1805.439416
-2.094273,14,1805.700833
-4.814672,12,1805.949222
5.02602,19,1806.313689
10.642253,23,1806.780688
-20.0,1,1806.805927
-20.0,1,1806.836718
75.269671,69,1808.205371
-18.637385,2,1808.242648
-20.0,1,1808.263909
26.386453,36,1808.942476
-20.0,1,1808.963684
95.059001,84,1810.484246
48.905912,51,1811.448576
-20.0,1,1811.468593
37.969174,45,1812.41296
-20.0,1,1812.433571
9.118269,22,1812.855739
33.663084,40,1813.581139
1.437431,17,1813.913973
21.669106,32,1814.520469
-20.0,1,1814.542198
-8.607165,10,1814.726614
-20.0,1,1814.746417
-20.0,1,1814.766105
-20.0,1,1814.785948
-20.0,1,1814.806573
-11.960065,7,1814.941459
20.630209,30,1815.562731
82.6528,76,1816.964122
-2.082094,14,1817.217436
-20.0,1,1817.237272
-20.0,1,1817.257187
85.311911,77,1818.715254
-20.0,1,1818.741647
-20.0,1,1818.762035
71.434563,69,1820.059508
-14.537136,5,1820.150466
-0.922992,16,1820.457241
1.098351,16,1820.75995
33.515726,41,1821.504516
85.652264,76,1822.880185
75.610711,68,1824.167277
45.121602,48,1825.072181
-17.364331,3,1825.128763
16.187723,27,1825.617615
-7.979878,10,1825.796441
14.584767,26,1826.308189
29.393976,37,1827.006284
13.066327,24,1827.447757
0.654494,16,1827.737894
28.432458,37,1828.423729
76.391615,72,1829.70236
42.832483,47,1830.540982
-20.0,1,1830.561216
1.10395,16,1830.870386
12.410113,25,1831.34312
-20.0,1,1831.363924
-7.749465,10,1831.545037
15.693209,27,1832.131902
42.093885,50,1833.160756
-20.0,1,1833.180904
-20.0,1,1833.201203
-20.0,1,1833.223173
39.085449,46,1834.049916
-20.0,1,1834.069639
-17.230096,3,1834.123659
-20.0,1,1834.143571
49.587395,52,1835.105902
-8.773536,9,1835.273427
76.217768,72,1836.58073
-17.422075,3,1836.643082
-20.0,1,1836.664348
50.541009,53,1837.63178
-20.0,1,1837.651194
-20.0,1,1837.670423
3.019714,17,1838.005066
-15.820758,4,1838.082678
-6.64419,11,1838.286637
-20.0,1,1838.307683
6.234872,20,1838.679273
-20.0,1,1838.698502
0.42733,16,1839.015749
-20.0,1,1839.036403
-8.880373,9,1839.199458
21.332748,32,1839.777179
3.611528,19,1840.177369
3.064155,17,1840.481523
49.173379,52,1841.385616
11.77841,24,1841.818887
8.847939,21,1842.207232
7.316815,20,1842.578971
-20.0,1,1842.602492
46.347478,50,1843.575371
-20.0,1,1843.596377
-20.0,1,1843.616995
-9.248717,9,1843.782867
-20.0,1,1843.807252
13.340145,25,1844.298677
-11.329467,7,1844.430427
31.507214,40,1845.179303
-11.549128,7,1845.315971
-2.104692,14,1845.590488
140.311438,101,1847.465626
-20.0,1,1847.485651
26.945429,34,1848.124874
-2.060693,14,1848.37678
-20.0,1,1848.397368
63.862659,64,1849.582488
-0.252935,15,1849.853575
-7.075622,11,1850.049342
145.789179,101,1851.850677
42.148411,46,1852.701005
-20.0,1,1852.721904
10.023632,23,1853.178327
-20.0,1,1853.198254
35.384935,41,1853.957024
34.820634,42,1854.682034
9.884879,23,1855.089247
85.087893,77,1856.547468
-15.78317,4,1856.626365
-20.0,1,1856.647238
51.422829,52,1857.646745
82.295237,77,1859.01172
50.667142,53,1859.968064
-15.780415,4,1860.042914
11.884725,24,1860.475983
116.464663,99,1862.274946
13.786248,25,1862.73075
12.117125,24,1863.179016
5.370641,20,1863.546595
-10.215256,8,1863.695282
38.214884,44,1864.53696
-6.797437,11,1864.729303
19.170216,29,1865.2658
85.006817,79,1866.759195
-20.0,1,1866.779721
-20.0,1,1866.799594
6.053619,20,1867.181278
-20.0,1,1867.204274
8.476598,23,1867.645985
-6.043161,12,1867.875101
67.381388,65,1869.090315
11.21622,24,1869.533251
17.876381,29,1870.069159
-20.0,1,1870.0899
-20.0,1,1870.109688
47.848189,50,1871.085554
1.877315,17,1871.440041
143.188353,101,1873.470719
18.160862,28,1873.991031
-11.495312,7,1874.123993
-1.482236,15,1874.400961
68.117277,66,1875.638989
131.489791,101,1877.446261
-11.884536,7,1877.577349
3.918518,19,1877.955863
41.211236,52,1878.943407
83.213367,75,1880.345922
-20.0,1,1880.365696
-12.108596,7,1880.496989
-20.0,1,1880.516494
-20.0,1,1880.535905
-20.0,1,1880.554849
24.306086,33,1881.150373
7.526964,21,1881.513518
2.624706,17,1881.829984
-10.143057,8,1881.987643
12.600259,25,1882.439778
29.388445,38,1883.157905
9.920944,23,1883.583193
36.016211,45,1884.432581
-20.0,1,1884.452948
15.081696,26,1884.92875
45.389318,50,1885.851964
-20.0,1,1885.872045
65.630529,64,1887.067168
-20.0,1,1887.088556
6.418835,20,1887.451024
63.549043,64,1888.648111
-20.0,1,1888.667826
13.744702,25,1889.163325
46.967511,49,1890.074858
0.482341,16,1890.383317
-18.697781,2,1890.42375
36.428414,44,1891.235965
3.44246,18,1891.553466
-2.631958,13,1891.785786
142.739059,101,1893.547271
-10.636711,8,1893.695124
-14.583076,5,1893.789346
134.79895,101,1895.649369
2.964193,17,1895.977564
30.081443,38,1896.703166
-20.0,1,1896.724835
109.694344,95,1898.370785
-4.333813,12,1898.601441
-0.659945,15,1898.892532
5.230687,20,1899.269353
-20.0,1,1899.290074
41.321476,46,1900.141557
-0.952291,15,1900.424894
-20.0,1,1900.445088
68.423113,68,1901.661034
21.386334,31,1902.248897
16.814908,28,1902.765261
-7.633732,10,1902.959067
-20.0,1,1902.980778
-8.493431,9,1903.155299
6.622758,21,1903.581192
-20.0,1,1903.605501
-20.0,1,1903.628665
43.204149,46,1904.523182
-20.0,1,1904.544124
28.892201,36,1905.244099
66.443001,63,1906.425917
-20.0,1,1906.447962
-20.0,1,1906.470159
125.423136,101,1908.29104
60.669195,61,1909.41326
3.685945,18,1909.744126
-20.0,1,1909.765334
28.255623,37,1910.441582
55.804004,55,1911.421565
-6.480131,11,1911.625052
-20.0,1,1911.64576
-20.0,1,1911.666318
45.173159,48,1912.525591
-4.984918,12,1912.739985
-1.30013,15,1913.038399
-2.260359,14,1913.289321
-17.220506,3,1913.346145
-6.338249,11,1913.551672
83.815896,81,1914.994767
-20.0,1,1915.015355
-20.0,1,1915.03891
7.004454,21,1915.421471
-20.0,1,1915.441331
75.627182,69,1916.662112
22.245485,31,1917.222296
-7.127858,11,1917.431827
29.558837,37,1918.099854
-20.0,1,1918.119962
38.198609,43,1918.921043
-20.0,1,1918.946028
75.469804,70,1920.301395
-0.735921,15,1920.589613
36.001162,42,1921.371025
-20.0,1,1921.392707
-20.0,1,1921.414734
6.932156,20,1921.786242
-20.0,1,1921.807563
-20.0,1,1921.831938
9.952371,22,1922.240246
17.496371,27,1922.722687
-20.0,1,1922.742504
-20.0,1,1922.763104
-20.0,1,1922.784037
-20.0,1,1922.803929
62.986329,61,1923.930832
5.274973,19,1924.282152
-20.0,1,1924.304176
-11.712224,7,1924.440736
-0.513927,16,1924.728484
-20.0,1,1924.747995
31.05743,39,1925.459376
-4.612775,13,1925.693437
13.156633,25,1926.156975
94.829255,84,1927.635926
118.604027,100,1929.355639
9.456503,22,1929.758479
44.65766,49,1930.657082
44.388046,47,1931.542774
-6.239326,11,1931.885022
44.571227,47,1933.25526
-20.0,1,1933.279237
1.442136,17,1933.600681
-1.122789,15,1933.873833
16.597585,28,1934.435927
-15.964395,4,1934.523273
9.688579,22,1934.939648
1.750411,17,1935.238548
15.432971,29,1935.771035
138.343509,101,1937.646039
-20.0,1,1937.666285
-20.0,1,1937.68699
-1.357064,15,1937.984274
96.993941,83,1939.546639
33.931573,41,1940.330323
-20.0,1,1940.351531
2.864247,18,1940.674343
11.099931,23,1941.111292
-20.0,1,1941.131697
18.980964,29,1941.640301
34.088097,42,1942.414672
-20.0,1,1942.437082
57.944538,58,1943.548159
11.895018,24,1944.032561
24.054743,33,1944.636844
-20.0,1,1944.660827
-15.671149,4,1944.738445
43.987122,46,1945.616326
61.338487,59,1946.704046
-3.395543,13,1946.936576
11.888394,25,1947.379878
-17.466716,3,1947.437412
11.634287,24,1947.86925
14.518437,26,1948.3425
12.749279,25,1948.798324
21.602822,31,1949.35838
64.63364,64,1950.59821
-20.0,1,1950.619635
8.249325,22,1951.050182
-2.943842,13,1951.292481
6.805574,20,1951.678056
-1.472432,14,1951.952161
1.863888,18,1952.280409
112.84931,98,1954.289483
-20.0,1,1954.310817
-2.478925,14,1954.569825
-20.0,1,1954.592212
-20.0,1,1954.612975
87.24545,77,1956.190568
38.681274,43,1956.981671
10.939365,24,1957.389413
7.085277,21,1957.752793
-20.0,1,1957.772182
-20.0,1,1957.792254
-20.0,1,1957.814073
-20.0,1,1957.838351
12.30619,24,1958.269264
13.134897,26,1958.713898
94.935424,83,1960.248034
-20.0,1,1960.269594
14.612863,28,1960.76295
-20.0,1,1960.782735
23.8121,32,1961.365679
-20.0,1,1961.385856
-14.544453,5,1961.481777
16.570681,28,1962.000749
-20.0,1,1962.021218
-20.0,1,1962.041688
-0.958301,15,1962.323125
42.75877,46,1963.17988
35.751899,41,1963.988699
-20.0,1,1964.008072
14.868309,26,1964.476632
-3.600065,13,1964.706877
-20.0,1,1964.731716
99.718821,90,1966.395546
-11.942043,7,1966.530864
6.915082,21,1966.934726
24.668633,33,1967.554357
92.058123,82,1969.044609
43.713006,46,1969.925516
11.892731,24,1970.374403
26.84683,36,1971.085784
91.908121,80,1972.597647
39.326106,44,1973.415839
-20.0,1,1973.436966
-20.0,1,1973.458023
-20.0,1,1973.479018
-15.736052,4,1973.559812
12.173331,24,1974.01313
34.501718,41,1974.771208
-16.208626,4,1974.854794
